Schlüssel;Identnummer;Detailnetzsegment;Straßenbezeichnung;Straßenname;Bezirk;Ortsteil;RVA-Typ;Typ;Länge [m];Benutzungspflicht
16446;01-001435;42550017_42550022.01;-;Stromstraße;Mitte;Moabit;Radwege;Radfahrerfurt Z 340;17,00;nein
16034;12-001195;41590021_41590022.01;-;Kurt-Schumacher-Damm;Reinickendorf;Reinickendorf;Radwege;Geh-/Radweg, baulich unterschieden;266,00;ja
16035;12-001196;41590022_41590023.01;-;Kurt-Schumacher-Damm;Reinickendorf;Reinickendorf;Radwege;Radfahrerfurt Z 340;28,00;nein
16036;01-000182;41590023_41590020.01;-;Kurt-Schumacher-Damm;Reinickendorf;Reinickendorf;Radwege;Geh-/Radweg, baulich unterschieden;77,00;ja
16037;12-001197;41590024_41600033.01;-;Kurt-Schumacher-Damm;Reinickendorf;Reinickendorf;Radwege;Geh-/Radweg, baulich unterschieden;146,00;ja
16038;05-000866;36570001_37570039.01;-;Nonnendammallee;Spandau;Siemensstadt;Radwege;Radfahrerfurt Z 340;22,00;ja
16039;05-000867;36570001_37570039.01;-;Nonnendammallee;Spandau;Siemensstadt;Radwege;Radweg, baulich getrennt;482,00;ja
16040;01-000183;46560038_46560025.02;-;Gormannstraße;Mitte;Mitte;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;17,00;nein
16041;01-000184;46560038_46560025.02;-;Gormannstraße;Mitte;Mitte;Radwege;Radfahrerfurt Z 340;25,00;nein
16042;01-000185;47550003_47550004.01;B2;Otto-Braun-Straße;Mitte;Mitte;Radwege;Radfahrerfurt Z 340;59,00;nein
16043;03-001378;47550004_47550055.01;B2;Otto-Braun-Straße;Pankow;Prenzlauer Berg;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;155,00;nein
16044;03-001379;47550056_48550061.01;B2;Otto-Braun-Straße;Pankow;Prenzlauer Berg;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;115,00;nein
16045;03-001380;47550056_48550061.01;B2;Otto-Braun-Straße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;89,00;nein
16046;05-000868;36570001_37570039.01;-;Nonnendammallee;Spandau;Siemensstadt;Radwege;Radfahrerfurt Z 340;22,00;ja
16047;05-000869;36570001_37570039.01;-;Nonnendammallee;Spandau;Siemensstadt;Radwege;Geh-/Radweg, baulich unterschieden;356,00;ja
16048;03-001381;47550056_48550061.01;B2;Otto-Braun-Straße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;56,00;nein
16049;03-001382;47550056_48550061.01;B2;Otto-Braun-Straße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;20,00;nein
16050;03-001383;48550061_48550064.01;-;Am Friedrichshain;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;14,00;nein
16051;03-001384;47560034_48550061.01;-;Prenzlauer Berg;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;49,00;nein
16052;05-000870;36570001_37570039.01;-;Nonnendammallee;Spandau;Siemensstadt;Radwege;Geh-/Radweg, baulich unterschieden;692,00;ja
16053;03-001385;47550056_48550061.01;B2;Otto-Braun-Straße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;35,00;nein
16054;05-000871;36570001_37570039.01;-;Nonnendammallee;Spandau;Siemensstadt;Radwege;Radweg, baulich getrennt;169,00;ja
16055;05-000766;33580046_33580040.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;71,00;nein
16056;05-000767;33580067_33580046.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Radwege;Radfahrerfurt Z 340;22,00;nein
16057;05-000768;33580050_33580067.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr ohne Begrenzung;100,00;nein
16058;05-000769;33580049_33580044.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Radwege;Radfahrerfurt Z 340;27,00;nein
16059;05-000770;33580049_33580044.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr ohne Begrenzung;59,00;nein
16060;05-000771;33580028_33580049.01;-;Neuendorfer Straße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;68,00;nein
16061;05-000772;33580015_33580028.01;-;Neuendorfer Straße;Spandau;Spandau;Radwege;Radfahrerfurt Z 340;31,00;nein
16062;05-000773;33580027_33580015.01;-;Neuendorfer Straße;Spandau;Spandau;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr ohne Begrenzung;158,00;nein
16063;05-000777;33590002_33590008.02;-;Streitstraße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;117,00;nein
16064;05-000778;33590002_33590008.02;-;Streitstraße;Spandau;Hakenfelde;Radfahrstreifen;Radverkehrsanlage Z 340 im/am Knotenpunktsbereich;25,00;nein
16065;05-000779;33590008_33590026.02;-;Streitstraße;Spandau;Hakenfelde;Radfahrstreifen;Radverkehrsanlage Z 340 im/am Knotenpunktsbereich;26,00;nein
16066;05-000780;33590026_33590006.02;-;Streitstraße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;146,00;nein
16067;05-000781;33590006_33600044.02;-;Streitstraße;Spandau;Hakenfelde;Radwege;Radfahrerfurt Z 340;18,00;nein
16068;05-000782;33590006_33600044.02;-;Streitstraße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;56,00;nein
16069;05-000783;33590026_33590006.02;-;Streitstraße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;90,00;nein
16070;05-000784;33590026_33590006.02;-;Streitstraße;Spandau;Hakenfelde;Radwege;Radfahrerfurt Z 340;21,00;nein
16071;05-000785;33590008_33590026.02;-;Streitstraße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;46,00;nein
16072;05-000786;33590002_33590008.02;-;Streitstraße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;242,00;nein
16073;05-000787;33590008_33590009.02;-;Goltzstraße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;10,00;nein
16074;05-000788;33590008_33590026.02;-;Streitstraße;Spandau;Hakenfelde;Radwege;Radfahrerfurt Z 340;24,00;nein
16075;05-000789;33590002_33590008.02;-;Streitstraße;Spandau;Hakenfelde;Radwege;Radfahrerfurt Z 340;23,00;nein
16076;05-000790;33590029_33590002.02;-;Streitstraße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;44,00;nein
16077;05-000791;33590016_33590029.02;-;Streitstraße;Spandau;Hakenfelde;Radfahrstreifen;Radverkehrsanlage Z 340 im/am Knotenpunktsbereich;20,00;nein
16078;05-000980;35580016_36580002.02;-;Saatwinkler Damm;Spandau;Haselhorst;Radwege;Radfahrerfurt Z 340;17,00;nein
16079;05-000981;36580007_36580006.01;-;Gartenfelder Straße;Spandau;Siemensstadt;Radwege;Geh-/Radweg, baulich unterschieden;146,00;nein
16080;05-000982;36580007_36580006.01;-;Gartenfelder Straße;Spandau;Siemensstadt;Radwege;Geh-/Radweg, baulich unterschieden;116,00;nein
16081;05-000983;36580002_36580007.01;-;Gartenfelder Straße;Spandau;Haselhorst;Radwege;Radfahrerfurt Z 340;16,00;nein
16102;03-001135;49570045_49570007.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;192,00;nein
16082;05-000984;36580001_36580002.01;-;Gartenfelder Straße;Spandau;Haselhorst;Radwege;Geh-/Radweg, baulich unterschieden;394,00;nein
16083;05-000985;36580002_36580008.01;-;Saatwinkler Damm;Spandau;Siemensstadt;Radwege;Geh-/Radweg, baulich unterschieden;64,00;nein
16084;05-000986;33570073_34570001.01;-;Am Juliusturm;Spandau;Haselhorst;Radwege;Geh-/Radweg, baulich unterschieden;294,00;nein
16085;05-000987;33570073_34570001.01;-;Am Juliusturm;Spandau;Haselhorst;Radwege;Geh-/Radweg, baulich unterschieden;225,00;nein
16086;09-001309;50500033_50500034.02;-;Kiefholzstraße;Treptow-Köpenick;Plänterwald;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;18,00;ja
16087;09-001310;50500034_51490019.01;-;Kiefholzstraße;Treptow-Köpenick;Plänterwald;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;13,00;ja
16088;09-001311;50500034_51490019.01;-;Kiefholzstraße;Treptow-Köpenick;Plänterwald;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;31,00;ja
16089;09-001312;50500034_51490019.01;-;Kiefholzstraße;Treptow-Köpenick;Plänterwald;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;164,00;ja
16090;03-001333;49580040_49580048.01;-;Langhansstraße;Pankow;Weißensee;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;11,00;nein
16091;03-001334;49580040_49580048.01;-;Langhansstraße;Pankow;Weißensee;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;12,00;nein
16092;03-001335;49580057_49580053.01;-;Pistoriusstraße;Pankow;Weißensee;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;16,00;nein
16093;03-001336;49580035_49580057.02;-;Pistoriusstraße;Pankow;Weißensee;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;13,00;nein
16094;09-001317;50500034_51490019.01;-;Kiefholzstraße;Treptow-Köpenick;Plänterwald;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;20,00;ja
16095;09-001318;50500034_51490019.01;-;Kiefholzstraße;Treptow-Köpenick;Plänterwald;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;250,00;ja
16096;09-001319;50500034_51490019.01;-;Kiefholzstraße;Treptow-Köpenick;Plänterwald;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;130,00;ja
16097;09-001320;50500034_51490019.01;-;Kiefholzstraße;Treptow-Köpenick;Plänterwald;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;180,00;ja
16098;03-001129;49570006_49570007.02;-;Erich-Weinert-Straße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;36,00;nein
16099;03-001130;49570007_49570028.02;-;Thomas-Mann-Straße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;6,00;nein
16100;03-001131;49570007_49570028.02;-;Thomas-Mann-Straße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;7,00;nein
16101;03-001132;49570007_49570028.02;-;Thomas-Mann-Straße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;34,00;nein
16103;03-001136;49570045_49570007.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radwege;Geh-/Radweg, durch Markierung unterschieden;22,00;nein
16104;03-001137;49570045_49570007.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;7,00;nein
16105;03-001139;49570009_49570045.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radwege;Geh-/Radweg, durch Markierung unterschieden;34,00;ja
16106;03-001140;49570008_49570009.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;36,00;nein
16107;03-001143;49570008_49570009.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radwege;Geh-/Radweg, durch Markierung unterschieden;101,00;nein
16108;03-001145;49570008_49570009.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radwege;Geh-/Radweg, baulich unterschieden;27,00;nein
16109;03-001146;48570007_49570008.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;78,00;ja
16110;03-001152;48560020_48560003.02;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;46,00;ja
16111;03-001153;48560003_48560033.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;5,00;nein
16112;03-001154;48560020_48560003.02;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;48,00;ja
16113;03-001155;48560032_48560020.02;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;19,00;nein
16114;03-001156;48560031_48560032.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;52,00;nein
16115;03-001157;48560031_48560032.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;17,00;nein
16116;03-001158;48560023_48560031.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;66,00;nein
16117;03-001159;48560030_48560023.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;17,00;nein
16118;03-001160;48560030_48560023.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;159,00;nein
16119;03-001161;48560029_48560030.01;B2;Greifswalder Straße;Pankow;Prenzlauer Berg;Radwege;Radfahrerfurt Z 340;21,00;ja
16120;03-001164;48560038_48560030.02;-;Marienburger Straße;Pankow;Prenzlauer Berg;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;8,00;nein
16121;03-001386;47550056_48550061.01;B2;Otto-Braun-Straße;Pankow;Prenzlauer Berg;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;190,00;nein
16122;05-000872;36570001_37570039.01;-;Nonnendammallee;Spandau;Siemensstadt;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;18,00;ja
16123;03-001387;47550004_47550055.01;B2;Otto-Braun-Straße;Pankow;Prenzlauer Berg;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;64,00;nein
16124;05-000873;36580001_36570001.01;-;Paulsternstraße;Spandau;Haselhorst;Radwege;Radfahrerfurt Z 340;44,00;ja
16125;05-000874;36570001_37570039.01;-;Nonnendammallee;Spandau;Siemensstadt;Radwege;Radfahrerfurt Z 340;30,00;ja
16126;05-000875;36570001_36570009.01;-;Otternbuchtstraße;Spandau;Siemensstadt;Radwege;Radfahrerfurt Z 340;48,00;ja
16127;05-000876;36570001_36570009.01;-;Otternbuchtstraße;Spandau;Siemensstadt;Radwege;Radfahrerfurt Z 340;24,00;ja
16128;05-000877;36570001_36570009.01;-;Otternbuchtstraße;Spandau;Siemensstadt;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;8,00;ja
16129;05-000878;36570001_36570009.01;-;Otternbuchtstraße;Spandau;Siemensstadt;Radwege;Radweg, baulich getrennt;21,00;ja
16130;03-001388;47550004_47550055.01;B2;Otto-Braun-Straße;Pankow;Prenzlauer Berg;Radwege;Geh-/Radweg, baulich unterschieden;52,00;nein
16131;05-000879;36570001_35570001.01;-;Nonnendammallee;Spandau;Haselhorst;Radwege;Geh-/Radweg, baulich unterschieden;1022,00;ja
16132;05-000880;35570001_34570003.01;-;Am Juliusturm;Spandau;Haselhorst;Radwege;Radfahrerfurt Z 340;61,00;ja
16133;05-000881;35570008_35570001.01;-;Daumstraße;Spandau;Haselhorst;Radwege;Radfahrerfurt Z 340;22,00;ja
16134;05-000882;35570001_34570003.01;-;Am Juliusturm;Spandau;Haselhorst;Radwege;Geh-/Radweg, baulich unterschieden;85,00;ja
16135;05-000883;35570002_35570003.01;-;Am Juliusturm;Spandau;Haselhorst;Radwege;Radfahrerfurt Z 340;14,00;nein
16136;05-000884;35570003_35570023.01;-;Nonnendammallee;Spandau;Haselhorst;Radwege;Radfahrerfurt Z 340;10,00;ja
16137;05-000885;35570008_35570001.01;-;Daumstraße;Spandau;Haselhorst;Radwege;Geh-/Radweg, baulich unterschieden;97,00;ja
16138;05-000886;35570008_35570001.01;-;Daumstraße;Spandau;Haselhorst;Radwege;Radfahrerfurt Z 340;37,00;ja
16139;05-000887;35570001_34570003.01;-;Am Juliusturm;Spandau;Haselhorst;Radwege;Geh-/Radweg, baulich unterschieden;67,00;ja
16140;05-000888;35570001_34570003.01;-;Am Juliusturm;Spandau;Haselhorst;Radwege;Radweg, baulich getrennt;74,00;ja
16141;05-000889;35570001_34570003.01;-;Am Juliusturm;Spandau;Haselhorst;Radwege;Geh-/Radweg, baulich unterschieden;41,00;ja
16142;05-000890;34570003_34570002.01;-;Am Juliusturm;Spandau;Haselhorst;Radwege;Radfahrerfurt Z 340;14,00;nein
16143;05-000792;33590016_33590029.02;-;Streitstraße;Spandau;Hakenfelde;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;54,00;nein
16144;05-000793;33590016_33590029.02;-;Streitstraße;Spandau;Hakenfelde;Radfahrstreifen;Radverkehrsanlage Z 340 im/am Knotenpunktsbereich;32,00;nein
16145;05-000794;33570004_33570003.01;-;Falkenseer Platz;Spandau;Spandau;Radwege;Radfahrerfurt Z 340;13,00;ja
16146;05-000795;33570004_33570003.01;-;Falkenseer Platz;Spandau;Spandau;Radwege;Radweg, baulich getrennt;22,00;ja
16147;05-000796;33570004_33570003.01;-;Falkenseer Platz;Spandau;Spandau;Radwege;Radfahrerfurt Z 340;18,00;ja
16148;05-000797;33570006_33570007.01;-;Am Juliusturm;Spandau;Spandau;Radwege;Geh-/Radweg, baulich unterschieden;60,00;nein
16149;05-000798;33570006_33570007.01;-;Am Juliusturm;Spandau;Spandau;Radwege;Geh-/Radweg, durch Markierung unterschieden;25,00;nein
16150;05-000799;33570006_33570007.01;-;Am Juliusturm;Spandau;Spandau;Radwege;Geh-/Radweg, baulich unterschieden;78,00;nein
16151;05-000800;33570006_33570008.01;-;Falkenseer Platz;Spandau;Spandau;Radwege;Radfahrerfurt Z 340;13,00;ja
16152;05-000801;33570006_33570008.01;-;Falkenseer Platz;Spandau;Spandau;Radwege;Radweg, baulich getrennt;27,00;ja
16153;05-000802;33570006_33570008.01;-;Falkenseer Platz;Spandau;Spandau;Radwege;Radfahrerfurt Z 340;18,00;ja
16154;05-000803;33570004_32570005.01;-;Altstädter Ring;Spandau;Spandau;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;176,00;ja
16155;05-000804;32570003_32570005.01;-;Altstädter Ring;Spandau;Spandau;Radwege;Radfahrerfurt Z 340;20,00;ja
16156;05-000805;32570001_32570002.01;-;Altstädter Ring;Spandau;Spandau;Radwege;Geh-/Radweg, baulich unterschieden;409,00;ja
16157;05-000806;32570003_32570005.01;-;Altstädter Ring;Spandau;Spandau;Bussonderfahrstreifen;Bussonderfahrstreifen Z 340;88,00;ja
16158;05-000807;32570001_32570002.01;-;Altstädter Ring;Spandau;Spandau;Bussonderfahrstreifen;Bussonderfahrstreifen Z 295;271,00;ja
16159;05-000808;32570001_32570002.01;-;Altstädter Ring;Spandau;Spandau;Radwege;Radfahrerfurt Z 340;29,00;ja
16160;05-000809;32570043_32570001.01;-;Seegefelder Straße;Spandau;Spandau;Radwege;Radfahrerfurt Z 340;37,00;nein
16161;05-000810;32570001_32570002.01;-;Altstädter Ring;Spandau;Spandau;Radwege;Radfahrerfurt Z 340;28,00;ja
16162;05-000811;32570043_32570001.01;-;Seegefelder Straße;Spandau;Spandau;Radwege;Radfahrerfurt Z 340;43,00;nein
16204;03-001709;47620011_47620010.01;-;Blankenburger Straße;Pankow;Niederschönhausen;Radwege;Radfahrerfurt Z 340;14,00;nein
16163;05-000812;32570002_32570003.01;-;Altstädter Ring;Spandau;Spandau;Bussonderfahrstreifen;Bussonderfahrstreifen Z 295;201,00;nein
16164;09-001321;50500034_51490019.01;-;Kiefholzstraße;Treptow-Köpenick;Plänterwald;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;53,00;ja
16165;09-001322;50500034_51490019.01;-;Kiefholzstraße;Treptow-Köpenick;Plänterwald;Radfahrstreifen;Radfahrstreifen Z 295, ohne ruh.Verkehr;37,00;ja
16166;09-001323;50500034_51490019.01;-;Kiefholzstraße;Treptow-Köpenick;Plänterwald;Schutzstreifen;Schutzstreifen Z 340, mit ruh.Verkehr mit Begrenzung;113,00;ja
16167;03-001337;50580016_50580031.01;-;Parkstraße;Pankow;Weißensee;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;10,00;nein
16168;03-001338;50580035_50580031.02;-;Pistoriusstraße;Pankow;Weißensee;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;12,00;nein
16169;03-001339;50580031_50580005.01;-;Parkstraße;Pankow;Weißensee;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;11,00;nein
16170;03-001340;50580031_50580004.01;-;Pistoriusstraße;Pankow;Weißensee;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;15,00;nein
16171;03-001343;50590003_50590025.01;-;Rennbahnstraße;Pankow;Weißensee;Radwege;Radfahrerfurt Z 340;28,00;nein
16172;03-001344;50590025_50590035.01;-;Rennbahnstraße;Pankow;Weißensee;Radwege;Radweg, baulich getrennt;184,00;nein
16173;03-001345;50590025_50590035.01;-;Rennbahnstraße;Pankow;Weißensee;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;28,00;nein
16174;03-001346;50590025_50590035.01;-;Rennbahnstraße;Pankow;Weißensee;Radwege;Radfahrerfurt Z 340;22,00;nein
16175;03-001347;50590035_50590027.01;-;Rennbahnstraße;Pankow;Weißensee;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;19,00;nein
16176;03-001348;50590025_50590035.01;-;Rennbahnstraße;Pankow;Weißensee;Radwege;Radfahrerfurt Z 340;30,00;nein
16177;03-001349;50590003_50590025.01;-;Rennbahnstraße;Pankow;Weißensee;Radwege;Geh-/Radweg, baulich unterschieden;394,00;nein
16178;03-001350;49590052_50590003.01;-;Rennbahnstraße;Pankow;Weißensee;Radwege;Radweg, baulich getrennt;80,00;nein
16179;03-001351;49600052_49600051.01;-;Romain-Rolland-Straße;Pankow;Heinersdorf;Radwege;Geh-/Radweg, baulich unterschieden;115,00;nein
16180;03-001352;49600052_49600051.01;-;Romain-Rolland-Straße;Pankow;Heinersdorf;Radwege;Radfahrerfurt Z 340;19,00;nein
16181;03-001353;49600051_49590053.02;-;Romain-Rolland-Straße;Pankow;Heinersdorf;Radwege;Geh-/Radweg, baulich unterschieden;100,00;nein
16182;03-001354;49600051_49590053.02;-;Romain-Rolland-Straße;Pankow;Heinersdorf;Radwege;Radfahrerfurt Z 340;24,00;nein
16183;03-001355;50590003_50590025.01;-;Rennbahnstraße;Pankow;Weißensee;Radwege;Geh-/Radweg, baulich unterschieden;605,00;nein
16184;03-001356;50590035_50590017.01;-;Roelckestraße;Pankow;Weißensee;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;20,00;nein
16185;03-001357;49590052_50590003.01;-;Rennbahnstraße;Pankow;Weißensee;Radwege;Geh-/Radweg, baulich unterschieden;216,00;nein
16186;03-001358;49600051_49590053.02;-;Romain-Rolland-Straße;Pankow;Heinersdorf;Radwege;Radfahrerfurt Z 340;9,00;nein
16187;04-001997;41520011_41520020.01;-;Spichernstraße;Charlottenburg-Wilmersdorf;Wilmersdorf;Radwege;Geh-/Radweg, baulich unterschieden;163,00;ja
16188;04-001890;41520011_41520020.01;-;Spichernstraße;Charlottenburg-Wilmersdorf;Wilmersdorf;Radwege;Radfahrerfurt Z 340;13,00;ja
16189;04-001889;41520018_41520011.01;-;Meierottostraße;Charlottenburg-Wilmersdorf;Wilmersdorf;Radwege;Geh-/Radweg, baulich unterschieden;20,00;nein
16190;04-001888;41520018_41520011.01;-;Meierottostraße;Charlottenburg-Wilmersdorf;Wilmersdorf;Radwege;Radfahrerfurt Z 340;8,00;nein
16191;04-002099;41520011_41520020.01;-;Spichernstraße;Charlottenburg-Wilmersdorf;Wilmersdorf;Radfahrstreifen;Radverkehrsanlage Z 340 im/am Knotenpunktsbereich;20,00;ja
16192;03-001430;48620011_48620026.02;-;Blankenburger Straße;Pankow;Französisch Buchholz;Radwege;Radfahrerfurt Z 340;21,00;nein
16193;03-001432;48620011_48620026.02;-;Blankenburger Straße;Pankow;Französisch Buchholz;Radwege;Radfahrerfurt Z 340;18,00;nein
16194;03-001431;48620011_48620026.02;-;Blankenburger Straße;Pankow;Französisch Buchholz;Schutzstreifen;Schutzstreifen Z 340 ohne ruhenden Verkehr;231,00;nein
16195;03-001700;48620036_48620010.01;-;Blankenburger Straße;Pankow;Französisch Buchholz;Radwege;Radfahrerfurt Z 340;9,00;nein
